epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,8171.85,1.50808,3.37753,1.10609,0.48625,0.3623,0.37315,0.21883,1.45162,3.35684,1.08948,0.005248,0.005248,0.005248
98,8255.04,1.50036,3.36414,1.10246,0.48012,0.36466,0.37266,0.21823,1.45148,3.3554,1.08951,0.0051985,0.0051985,0.0051985
99,8344.59,1.51012,3.37349,1.10368,0.47949,0.36338,0.37368,0.21918,1.45094,3.35284,1.08936,0.005149,0.005149,0.005149
100,8428.39,1.50283,3.34585,1.10354,0.47919,0.36385,0.37299,0.21866,1.45148,3.35424,1.0896,0.0050995,0.0050995,0.0050995
101,8509.38,1.49936,3.35,1.10391,0.48318,0.36003,0.37358,0.21898,1.45051,3.35129,1.08926,0.00505,0.00505,0.00505
102,8594.3,1.50155,3.33635,1.0981,0.47919,0.36259,0.3738,0.21958,1.4499,3.34874,1.08906,0.0050005,0.0050005,0.0050005
103,8675.75,1.50159,3.34507,1.10131,0.4719,0.36601,0.37371,0.21935,1.44883,3.35252,1.08842,0.004951,0.004951,0.004951
104,8758.57,1.50216,3.33179,1.09856,0.48102,0.36282,0.37423,0.2196,1.44779,3.34793,1.0877,0.0049015,0.0049015,0.0049015
105,8839.5,1.49603,3.32057,1.09696,0.4766,0.36421,0.37349,0.21925,1.44678,3.34792,1.08707,0.004852,0.004852,0.004852
106,8920.75,1.49408,3.32167,1.09589,0.46441,0.37085,0.37405,0.22008,1.44635,3.34376,1.08649,0.0048025,0.0048025,0.0048025
107,9001.2,1.49845,3.31605,1.09642,0.4738,0.36767,0.37491,0.22013,1.44557,3.33944,1.086,0.004753,0.004753,0.004753
108,9081.94,1.49312,3.31018,1.0947,0.47535,0.3666,0.37563,0.22057,1.44558,3.33823,1.08555,0.0047035,0.0047035,0.0047035
109,9162.05,1.4913,3.29893,1.0972,0.47612,0.36585,0.37572,0.22076,1.4454,3.33842,1.08529,0.004654,0.004654,0.004654
110,9243.7,1.49444,3.309,1.09778,0.48467,0.36428,0.37686,0.22135,1.44401,3.3337,1.08464,0.0046045,0.0046045,0.0046045
111,9328.32,1.4799,3.2801,1.09438,0.48725,0.3643,0.37756,0.22222,1.44373,3.3317,1.0844,0.004555,0.004555,0.004555
112,9416.42,1.48908,3.28661,1.09446,0.48756,0.36474,0.37777,0.22254,1.44332,3.33177,1.0845,0.0045055,0.0045055,0.0045055
113,9505.51,1.49219,3.29035,1.09503,0.48663,0.36567,0.3788,0.22319,1.44362,3.33132,1.08411,0.004456,0.004456,0.004456
114,9592.84,1.48112,3.26272,1.09288,0.48487,0.36739,0.37927,0.22377,1.44316,3.32903,1.08383,0.0044065,0.0044065,0.0044065
115,9681.09,1.48765,3.27183,1.08995,0.47994,0.37002,0.37941,0.22366,1.44318,3.32698,1.08361,0.004357,0.004357,0.004357
116,9760.71,1.48393,3.26017,1.09263,0.47904,0.37179,0.3792,0.22345,1.44292,3.32559,1.08344,0.0043075,0.0043075,0.0043075
117,9845.67,1.4755,3.25224,1.08977,0.48036,0.36829,0.37881,0.22307,1.4424,3.32412,1.08326,0.004258,0.004258,0.004258
118,9925.37,1.48601,3.25897,1.0884,0.48332,0.36641,0.37915,0.22316,1.44239,3.32275,1.08285,0.0042085,0.0042085,0.0042085
119,10005.8,1.47861,3.24379,1.08826,0.48175,0.36922,0.37927,0.22301,1.44208,3.32194,1.0827,0.004159,0.004159,0.004159
120,10093.5,1.47891,3.24701,1.09174,0.48353,0.3673,0.37968,0.22331,1.44202,3.32058,1.08271,0.0041095,0.0041095,0.0041095
121,10180.1,1.47834,3.23907,1.08956,0.4849,0.36729,0.38034,0.22383,1.44148,3.31901,1.08249,0.00406,0.00406,0.00406
122,10264.9,1.47342,3.21905,1.08862,0.4898,0.36693,0.38085,0.22433,1.44166,3.31753,1.08247,0.0040105,0.0040105,0.0040105
123,10346,1.47443,3.22036,1.08574,0.4913,0.36779,0.38105,0.22444,1.44045,3.31604,1.08193,0.003961,0.003961,0.003961
124,10428,1.4752,3.21743,1.08987,0.48956,0.37005,0.38216,0.22484,1.43955,3.31473,1.08163,0.0039115,0.0039115,0.0039115
125,10508.6,1.4742,3.21178,1.08669,0.48837,0.37193,0.38239,0.225,1.43928,3.31341,1.08153,0.003862,0.003862,0.003862
126,10590,1.46996,3.20904,1.08541,0.48635,0.3724,0.38215,0.22528,1.43889,3.30931,1.08127,0.0038125,0.0038125,0.0038125
127,10671.4,1.47004,3.20578,1.08715,0.48396,0.37298,0.38239,0.22518,1.43902,3.30961,1.08124,0.003763,0.003763,0.003763
128,10751.3,1.46764,3.18395,1.08108,0.48582,0.37325,0.38297,0.22575,1.43868,3.30832,1.08108,0.0037135,0.0037135,0.0037135
129,10834.2,1.46887,3.19332,1.08542,0.48213,0.37588,0.38248,0.22559,1.4383,3.30697,1.081,0.003664,0.003664,0.003664
130,10918.5,1.46629,3.18209,1.08298,0.48414,0.37494,0.38294,0.22546,1.43807,3.30632,1.08075,0.0036145,0.0036145,0.0036145
131,11003.8,1.47349,3.19486,1.08431,0.48144,0.37511,0.38207,0.22514,1.43805,3.30702,1.08069,0.003565,0.003565,0.003565
132,11091.7,1.46532,3.16808,1.08513,0.48003,0.37726,0.38193,0.22493,1.43788,3.30574,1.08053,0.0035155,0.0035155,0.0035155
133,11170.8,1.46723,3.17241,1.08249,0.48091,0.37765,0.38253,0.225,1.43759,3.3048,1.08017,0.003466,0.003466,0.003466
134,11255.5,1.46414,3.16,1.08214,0.48192,0.37851,0.38259,0.22493,1.43718,3.3046,1.08001,0.0034165,0.0034165,0.0034165
135,11343,1.4642,3.16115,1.08036,0.48212,0.37605,0.38202,0.22465,1.43666,3.3035,1.07974,0.003367,0.003367,0.003367
136,11430.1,1.4603,3.15188,1.08072,0.48674,0.37332,0.38225,0.22489,1.43632,3.30327,1.07972,0.0033175,0.0033175,0.0033175
137,11514.4,1.46166,3.1639,1.08239,0.48695,0.37418,0.38266,0.22498,1.43612,3.30261,1.0797,0.003268,0.003268,0.003268
138,11595.5,1.4617,3.14643,1.081,0.48706,0.37433,0.38241,0.22506,1.43597,3.30221,1.07956,0.0032185,0.0032185,0.0032185
139,11677,1.463,3.1499,1.08178,0.48736,0.37358,0.38237,0.2251,1.43573,3.30166,1.07941,0.003169,0.003169,0.003169
